,make,year,mileage,state,mpgCity,mpgHighway,engineCylinderCount,fuel,driveTrain,exteriorColor,interiorColor,numberOfKeys,doors,seating,AC,PowerWindows,CDPlayer,PowerLocks,TiltWheel,PowerSeats,imperfections,EngineDesc_Transformed,Transmission_Transformed,Bluetooth,Rear View Camera,price
5607,14,2019.0,12416.0,5,28.0,38.0,4.0,3,4,0,1,2.0,4.0,5.0,1,1,0,1,1,0,0.6931471805599453,1,0,0,1,9.951849053414007
5608,10,2020.0,58548.0,6,21.0,29.0,4.0,3,4,1,1,1.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,1,1,10.165505603232393
5609,14,2019.0,62726.0,13,28.0,37.0,4.0,3,4,12,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.903037451255743
5610,6,2016.0,90392.0,8,30.0,42.0,4.0,3,4,12,3,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,0,1,1,9.679781342959442
5611,32,2021.0,8024.0,13,23.0,30.0,4.0,3,3,14,3,1.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,3,0,1,10.645210588588755
5612,6,2015.0,87745.0,8,25.0,36.0,4.0,3,4,14,3,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.679781342959442
5613,20,2015.0,41390.0,21,21.0,31.0,6.0,3,4,14,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,10.225244911570808
5614,25,2014.0,65270.0,1,21.0,30.0,6.0,3,6,12,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,10.11013580132114
5615,27,2018.0,66774.0,5,29.0,37.0,4.0,3,4,14,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,0,1,9.775142686598905
5616,35,2013.0,91160.0,1,22.0,31.0,5.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,2,0,1,0,9.654449103676551
5617,35,2017.0,34034.0,8,28.0,40.0,4.0,3,4,12,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,3,1,1,9.851720461714246
5618,27,2018.0,20952.0,8,24.0,30.0,4.0,3,3,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,1,1,1,10.126271039034782
5619,14,2017.0,73896.0,5,24.0,32.0,4.0,3,4,1,1,1.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,0,0,9.679781342959442
5620,14,2016.0,48283.0,8,20.0,29.0,6.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,5,0,0,1,9.903037451255743
5621,35,2015.0,34395.0,8,25.0,36.0,4.0,3,4,2,0,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,1,9.951849053414007
5622,17,2020.0,12451.0,1,21.0,29.0,4.0,3,2,14,1,2.0,4.0,5.0,1,1,0,1,0,1,1.3862943611198906,1,0,1,1,10.341452118734878
5623,35,2014.0,69903.0,17,25.0,36.0,4.0,3,4,1,0,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.716615658643356
5624,16,2020.0,33724.0,1,21.0,28.0,4.0,3,3,14,1,2.0,4.0,5.0,1,1,0,1,0,1,1.3862943611198906,1,0,0,1,10.68260598601082
5625,10,2016.0,69855.0,8,17.0,25.0,6.0,3,3,6,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,9.998388557730848
5626,35,2016.0,21226.0,8,25.0,36.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.951849053414007
5627,24,2016.0,70683.0,5,26.0,33.0,4.0,3,4,14,0,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,1,9.903037451255743
5628,6,2019.0,40168.0,8,28.0,38.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,0,1,1,0,1.0986122886681098,1,0,0,1,9.851720461714246
5629,14,2017.0,103350.0,5,28.0,35.0,4.0,3,4,12,1,2.0,3.0,4.0,1,1,0,1,1,0,1.3862943611198906,1,0,1,1,9.654449103676551
5630,35,2012.0,28012.0,14,21.0,30.0,4.0,3,4,1,1,2.0,2.0,4.0,1,1,1,1,0,0,1.3862943611198906,1,3,0,0,9.932609366108146
5631,5,2020.0,51439.0,17,18.0,26.0,6.0,3,4,12,1,1.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,5,0,1,1,10.491024186183038
5632,4,2019.0,75796.0,5,26.0,31.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,0,1,1,1,1.9459101490553132,1,0,1,1,9.951849053414007
5633,6,2015.0,74309.0,1,22.0,32.0,4.0,3,4,11,2,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.882825556088033
5634,18,2016.0,22684.0,0,24.0,31.0,4.0,3,4,6,3,2.0,4.0,5.0,1,1,0,1,1,0,1.0986122886681098,1,0,1,1,9.851720461714246
5635,27,2018.0,43017.0,13,25.0,32.0,4.0,3,3,14,1,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,1,1,1,10.068620562346831
5636,27,2016.0,37470.0,8,31.0,40.0,4.0,3,4,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,1,1,9.716615658643356
5637,6,2014.0,16541.0,8,25.0,36.0,4.0,3,4,14,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.932609366108146
5638,27,2015.0,75794.0,18,27.0,38.0,4.0,3,4,6,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,1,1,1,9.716615658643356
5639,6,2018.0,43384.0,6,16.0,23.0,8.0,3,0,2,1,2.0,4.0,6.0,1,1,1,1,1,1,1.3862943611198906,6,0,1,1,10.596409707779776
5640,34,2010.0,55908.0,8,21.0,29.0,4.0,3,4,12,3,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.79762691183662
5641,34,2009.0,96109.0,6,19.0,28.0,6.0,3,4,2,3,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,0,9.679781342959442
5642,18,2013.0,45776.0,18,25.0,30.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,3,1,0,9.654449103676551
5643,8,2018.0,62763.0,8,17.0,25.0,6.0,2,4,14,1,1.0,4.0,7.0,1,1,0,1,1,1,1.3862943611198906,5,0,1,1,10.068620562346831
5644,6,2018.0,35355.0,8,29.0,38.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,0,0,9.882825556088033
5645,17,2015.0,98248.0,8,21.0,27.0,4.0,3,2,6,3,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.79762691183662
5646,6,2019.0,25954.0,8,26.0,34.0,4.0,3,4,8,5,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,1,1,9.882825556088033
5647,32,2017.0,104998.0,8,28.0,37.0,4.0,3,3,14,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,1,1,1,9.79762691183662
5648,34,2014.0,97264.0,21,21.0,31.0,6.0,3,4,12,3,2.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,5,0,1,1,9.932609366108146
5649,27,2016.0,58585.0,8,26.0,37.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,1,0,1,9.851720461714246
5650,10,2020.0,73779.0,8,23.0,34.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.980031840175913
5651,32,2018.0,100408.0,6,26.0,32.0,4.0,3,3,12,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,1,1,0,10.042858113983936
5652,6,2018.0,67849.0,8,29.0,40.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,1,0,1,1,9.775142686598905
5653,10,2013.0,51710.0,8,23.0,36.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.740439071085758
5654,27,2017.0,94405.0,21,20.0,27.0,6.0,3,0,14,1,1.0,4.0,7.0,1,1,1,1,1,0,1.3862943611198906,5,0,0,1,9.951849053414007
5655,23,2014.0,42641.0,1,15.0,25.0,6.0,3,3,2,1,2.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,5,0,1,1,10.43385106267516
5656,18,2019.0,29802.0,1,30.0,40.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,1,1,9.951849053414007
5657,18,2017.0,81447.0,17,25.0,34.0,4.0,3,4,12,3,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,3,1,0,9.679781342959442
5658,10,2019.0,83547.0,20,23.0,29.0,4.0,3,2,8,1,1.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,1,0,1,1,9.951849053414007
5659,27,2017.0,36053.0,0,27.0,37.0,4.0,3,4,6,3,1.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,1,0,0,9.775142686598905
5660,34,2018.0,68645.0,8,28.0,39.0,4.0,3,4,2,0,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,1,1,10.042858113983936
5661,24,2015.0,19582.0,5,21.0,28.0,4.0,3,6,11,1,2.0,2.0,2.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,10.126271039034782
5662,24,2016.0,12030.0,8,30.0,41.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,0,9.998388557730848
5663,11,2021.0,23175.0,17,21.0,27.0,4.0,3,4,14,1,2.0,4.0,7.0,1,0,0,0,0,1,1.6094379124341003,1,0,1,1,10.54510456855174
5664,24,2012.0,48518.0,5,28.0,39.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,0,9.775142686598905
5665,9,2020.0,4669.0,8,22.0,30.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,0,1,1,0,0.6931471805599453,1,0,1,1,10.11013580132114
5666,34,2015.0,27201.0,8,29.0,38.0,4.0,3,4,7,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,1,1,9.903037451255743
5667,10,2018.0,25535.0,14,22.0,28.0,4.0,3,2,5,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,0,10.085434038999999
5668,14,2016.0,93535.0,21,20.0,27.0,4.0,3,4,1,3,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.830432871630217
5669,17,2019.0,76453.0,1,21.0,30.0,4.0,3,4,14,1,1.0,4.0,5.0,1,0,0,1,0,0,1.3862943611198906,1,0,0,1,10.025306875857222
5670,24,2011.0,69727.0,20,21.0,28.0,4.0,3,6,11,7,2.0,2.0,2.0,1,1,1,1,0,0,1.3862943611198906,1,3,0,0,9.851720461714246
5671,15,2017.0,21822.0,1,17.0,24.0,6.0,3,3,6,1,2.0,4.0,5.0,1,1,1,1,1,1,0.6931471805599453,5,0,1,1,10.341452118734878
5672,15,2011.0,53245.0,8,19.0,27.0,6.0,3,6,6,3,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,9.903037451255743
5673,27,2020.0,43085.0,20,26.0,33.0,4.0,3,4,2,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,1,1,1,10.274740715974103
5674,35,2013.0,40726.0,5,22.0,31.0,5.0,3,4,12,0,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,2,0,0,0,9.775142686598905
5675,35,2014.0,76252.0,13,25.0,36.0,4.0,3,4,6,1,2.0,4.0,5.0,0,0,1,0,0,0,1.3862943611198906,1,0,0,0,9.654449103676551
5676,0,2012.0,82500.0,1,19.0,24.0,4.0,3,4,11,0,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.830432871630217
5677,14,2013.0,25743.0,17,28.0,38.0,4.0,3,4,11,0,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,0,9.740439071085758
5678,7,2012.0,86000.0,6,19.0,31.0,6.0,3,6,14,0,2.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,5,0,1,1,9.79762691183662
5679,27,2015.0,34383.0,8,27.0,38.0,4.0,3,4,2,3,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,1,1,1,9.851720461714246
5680,34,2018.0,43712.0,8,28.0,36.0,4.0,3,4,1,1,1.0,4.0,5.0,1,1,1,1,0,0,1.6094379124341003,1,1,1,1,9.903037451255743
5681,34,2014.0,43061.0,13,25.0,35.0,4.0,3,4,6,3,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.851720461714246
5682,34,2012.0,58408.0,13,14.0,19.0,8.0,3,2,14,3,1.0,4.0,5.0,1,1,1,1,1,0,1.791759469228055,6,0,0,0,10.341452118734878
5683,13,2012.0,74269.0,8,22.0,30.0,4.0,3,3,6,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.903037451255743
5684,6,2014.0,78477.0,17,25.0,36.0,4.0,3,4,2,3,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,0,9.679781342959442
5685,24,2016.0,70776.0,5,29.0,35.0,4.0,3,4,2,0,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,1,9.998388557730848
5686,10,2018.0,35163.0,5,22.0,28.0,4.0,3,2,6,1,2.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,1,0,1,1,10.11013580132114
5687,10,2020.0,16970.0,21,17.0,23.0,6.0,3,0,14,1,2.0,4.0,8.0,1,1,1,1,1,1,1.9459101490553132,4,0,1,1,10.870300281424473
5688,13,2012.0,103229.0,13,23.0,34.0,4.0,3,4,6,3,3.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,1,0,0,0,9.740439071085758
5689,6,2014.0,56300.0,17,22.0,32.0,4.0,3,4,14,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,0,9.79762691183662
5690,18,2018.0,34482.0,8,29.0,37.0,4.0,3,4,1,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.851720461714246
5691,8,2015.0,39938.0,8,19.0,26.0,4.0,3,4,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.882825556088033
5692,27,2017.0,44174.0,8,27.0,33.0,4.0,3,4,1,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,0,1,9.882825556088033
5693,24,2016.0,63761.0,14,28.0,40.0,4.0,3,4,2,1,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,0,1,10.042858113983936
5694,14,2015.0,31176.0,5,28.0,38.0,4.0,3,4,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,1,9.79762691183662
5695,34,2016.0,85671.0,8,27.0,36.0,4.0,3,4,1,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.740439071085758
5696,7,2017.0,62369.0,8,19.0,31.0,6.0,3,6,11,1,2.0,4.0,5.0,0,1,0,1,1,0,1.3862943611198906,5,0,1,1,10.068620562346831
5697,5,2019.0,33689.0,17,22.0,29.0,4.0,3,3,6,1,2.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,1,0,0,1,10.560774367644997
5698,10,2014.0,19281.0,8,23.0,32.0,4.0,3,0,2,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,1,9.951849053414007
5699,9,2015.0,67908.0,18,24.0,32.0,4.0,3,4,1,1,1.0,2.0,4.0,1,1,1,1,1,0,1.791759469228055,1,0,0,0,9.740439071085758
5700,6,2016.0,83353.0,17,22.0,32.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,1,9.79762691183662
5701,27,2018.0,50177.0,6,31.0,39.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,1,0,0,9.740439071085758
5702,13,2017.0,55921.0,8,26.0,34.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,1,1,1,10.068620562346831
5703,26,2019.0,33833.0,8,33.0,41.0,3.0,3,4,1,1,1.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,0,3,0,1,9.740439071085758
5704,11,2016.0,44501.0,17,15.0,22.0,6.0,3,3,14,3,2.0,4.0,7.0,1,1,1,1,1,1,1.0986122886681098,5,0,1,1,10.422013452928306
5705,34,2017.0,58764.0,21,23.0,30.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,1,10.126271039034782
5706,8,2018.0,68563.0,5,19.0,25.0,4.0,3,4,12,0,2.0,4.0,7.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,1,9.903037451255743
5707,27,2017.0,83929.0,13,31.0,39.0,4.0,3,4,14,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,1,1,9.654449103676551
5708,6,2018.0,57953.0,13,16.0,22.0,8.0,3,2,11,1,2.0,4.0,6.0,1,1,1,1,1,1,1.6094379124341003,6,0,1,1,10.534519939024273
5709,34,2016.0,101980.0,5,18.0,25.0,6.0,3,4,12,3,1.0,4.0,7.0,1,1,1,1,0,1,1.3862943611198906,5,0,0,1,10.042858113983936
5710,18,2015.0,58916.0,13,20.0,31.0,4.0,3,4,1,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,0,9.951849053414007
5711,10,2015.0,65914.0,8,20.0,28.0,4.0,3,3,6,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.980031840175913
5712,13,2012.0,64986.0,0,28.0,39.0,4.0,3,4,11,0,1.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,0,9.679781342959442
5713,35,2013.0,52390.0,0,22.0,30.0,4.0,3,4,11,1,2.0,2.0,4.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.851720461714246
5714,6,2020.0,56274.0,21,26.0,31.0,4.0,3,4,2,1,2.0,4.0,5.0,1,1,0,1,1,1,0.6931471805599453,1,0,1,1,10.085434038999999
5715,14,2013.0,21799.0,14,28.0,38.0,4.0,3,4,0,0,2.0,4.0,5.0,1,1,1,1,1,0,1.9459101490553132,1,0,0,0,9.882825556088033
5716,27,2015.0,79000.0,2,27.0,38.0,4.0,3,4,6,1,2.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,1,1,0,1,9.740439071085758
5717,34,2016.0,57505.0,5,29.0,38.0,4.0,3,4,1,3,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,1,1,9.79762691183662
5718,18,2017.0,47749.0,8,27.0,36.0,4.0,3,4,14,0,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,0,9.716615658643356
5719,36,2016.0,47574.0,6,23.031790022823607,30.983698752954602,4.0,3,3,14,0,2.0,4.0,5.0,1,1,1,1,1,1,1.9459101490553132,1,0,1,0,10.274740715974103
5720,10,2014.0,89415.0,8,19.0,29.0,6.0,3,4,12,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,9.740439071085758
5721,20,2020.0,9813.0,17,22.0,28.0,4.0,3,4,12,0,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,10.560774367644997
5722,6,2020.0,48444.0,1,26.0,31.0,4.0,3,4,2,3,1.0,4.0,5.0,1,1,0,1,1,1,1.0986122886681098,1,0,1,1,10.126271039034782
5723,17,2017.0,104435.0,13,21.0,27.0,4.0,3,4,11,1,3.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,0,9.740439071085758
5724,34,2015.0,50274.0,14,22.0,29.0,4.0,3,3,2,3,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,1,10.11013580132114
5725,35,2013.0,72543.0,8,29.0,37.0,4.0,0,4,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.79762691183662
5726,18,2015.0,42150.0,14,24.0,30.0,4.0,3,4,1,1,1.0,4.0,5.0,1,1,1,1,1,0,1.791759469228055,1,0,1,1,9.79762691183662
5727,6,2014.0,99450.0,13,26.0,38.0,4.0,3,4,11,0,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.615205300012315
5728,6,2017.0,17350.0,13,29.0,38.0,4.0,3,4,2,1,2.0,4.0,4.0,1,0,0,0,1,0,1.3862943611198906,1,3,0,1,9.775142686598905
5729,10,2013.0,64007.0,13,19.0,27.0,6.0,3,0,1,0,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,5,0,0,0,9.882825556088033
5730,10,2017.0,81863.0,13,27.0,35.0,4.0,3,4,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.791759469228055,1,0,0,0,9.615205300012315
5731,35,2018.0,22204.0,13,25.0,36.0,4.0,3,4,12,1,1.0,4.0,5.0,0,0,0,0,0,0,1.3862943611198906,1,0,1,1,10.203258756085228
5732,8,2019.0,41434.0,13,17.0,25.0,6.0,2,4,14,1,2.0,4.0,7.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,10.239638308916676
5733,6,2018.0,61379.0,17,29.0,40.0,4.0,3,4,1,3,2.0,4.0,5.0,0,0,0,0,1,0,1.791759469228055,1,0,1,1,9.775142686598905
5734,14,2016.0,53997.0,17,25.0,30.0,4.0,3,4,14,0,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,9.980031840175913
5735,27,2018.0,24781.0,17,24.0,30.0,4.0,3,3,6,1,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,1,0,1,10.068620562346831
5736,34,2013.0,78672.0,18,25.0,35.0,4.0,3,4,12,3,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,1,0,9.775142686598905
5737,31,2016.0,87330.0,14,28.0,37.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,0,1,1,0,1.9459101490553132,1,1,0,0,9.740439071085758
5738,24,2016.0,65718.0,8,29.0,35.0,4.0,3,4,2,1,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,1,9.903037451255743
5739,18,2013.0,99413.0,5,21.0,30.0,4.0,3,0,2,1,1.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,1,1,9.716615658643356
5740,10,2019.0,15089.0,17,27.0,37.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,1,9.79762691183662
5741,24,2016.0,20614.0,0,29.0,35.0,4.0,3,4,2,1,1.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,1,1,10.042858113983936
5742,13,2013.0,93958.0,21,28.0,39.0,4.0,3,4,6,3,2.0,4.0,5.0,1,1,1,1,1,0,1.791759469228055,1,0,1,1,9.740439071085758
5743,8,2014.0,56106.0,21,22.0,31.0,4.0,3,4,2,1,2.0,4.0,5.0,1,1,1,1,1,1,1.791759469228055,1,0,1,1,9.775142686598905
5744,18,2020.0,7096.0,0,33.0,41.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,0,1,9.951849053414007
5745,22,2013.0,89128.0,21,26.0,32.0,4.0,3,4,14,1,1.0,4.0,5.0,1,1,1,0,1,0,1.6094379124341003,1,3,0,0,9.740439071085758
5746,14,2017.0,35819.0,21,28.0,35.0,4.0,3,4,12,1,2.0,3.0,4.0,1,1,0,1,1,0,1.6094379124341003,1,0,0,1,9.903037451255743
5747,10,2013.0,82036.0,21,22.0,33.0,4.0,3,4,14,1,1.0,4.0,5.0,1,1,1,1,1,1,1.9459101490553132,1,0,1,1,9.79762691183662
5748,17,2015.0,45558.0,21,24.0,31.0,4.0,3,0,1,5,2.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,1,3,0,1,9.903037451255743
5749,13,2013.0,81352.0,5,22.0,30.0,4.0,3,3,6,1,1.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,1,9.79762691183662
5750,13,2012.0,19817.0,5,28.0,39.0,4.0,3,4,11,0,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,0,9.851720461714246
5751,34,2019.0,44458.0,16,27.0,34.0,4.0,3,3,12,1,1.0,4.0,5.0,1,1,0,1,1,0,2.4849066497880004,1,0,1,1,10.241565641942437
5752,13,2014.0,73666.0,5,30.0,39.0,4.0,3,4,12,3,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,1,0,1,9.716615658643356
5753,17,2016.0,95559.0,13,16.0,21.0,6.0,3,2,6,1,2.0,4.0,5.0,1,0,1,0,1,0,1.6094379124341003,5,3,0,0,10.30865261563529
5754,22,2017.0,34182.0,5,28.0,36.0,3.0,3,4,1,5,2.0,2.0,4.0,1,1,0,1,1,0,1.3862943611198906,0,3,1,1,9.998388557730848
5755,25,2020.0,4577.0,13,23.0,31.0,4.0,3,3,1,1,2.0,4.0,5.0,1,0,0,0,0,1,1.3862943611198906,1,0,1,1,10.727465607601715
5756,15,2019.0,45195.0,13,24.0,30.0,4.0,3,3,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,1,1,1,10.422013452928306
5757,18,2016.0,70028.0,8,22.0,32.0,4.0,3,4,2,1,3.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.980031840175913
5758,17,2019.0,70777.0,6,20.0,27.0,6.0,3,2,14,1,1.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,5,0,1,1,10.149996006155071
5759,0,2012.0,65421.0,8,20.0,29.0,6.0,3,4,12,3,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,9.851720461714246
5760,25,2011.0,62921.0,18,18.0,26.0,6.0,3,6,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,0,9.79762691183662
5761,10,2017.0,92386.0,6,22.0,29.0,4.0,3,4,12,3,2.0,4.0,5.0,1,1,1,1,1,1,1.9459101490553132,1,0,1,1,9.79762691183662
5762,17,2015.0,57611.0,20,23.031790022823607,30.983698752954602,4.0,3,4,14,3,2.0,4.0,5.0,1,1,1,1,1,1,0.6931471805599453,1,0,0,0,9.903037451255743
5763,10,2015.0,53543.0,21,19.0,29.0,6.0,3,4,14,3,2.0,4.0,5.0,1,1,1,1,1,1,1.791759469228055,5,0,1,1,9.830432871630217
5764,6,2016.0,22163.0,1,17.0,24.0,6.0,3,2,14,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,5,0,1,1,10.491024186183038
5765,34,2020.0,54125.0,1,16.0,19.0,6.0,3,2,11,1,1.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,5,0,1,1,10.571086129249698
5766,34,2016.0,66550.0,8,29.0,38.0,4.0,3,4,1,2,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,1,1,9.851720461714246
