,make,year,mileage,state,mpgCity,mpgHighway,engineCylinderCount,fuel,driveTrain,exteriorColor,interiorColor,numberOfKeys,doors,seating,AC,PowerWindows,CDPlayer,PowerLocks,TiltWheel,PowerSeats,imperfections,EngineDesc_Transformed,Transmission_Transformed,Bluetooth,Rear View Camera,price
0,30,2017.0,47569.0,6,17.0,25.0,6.0,2,0,6,3,2.0,4.0,6.0,1,1,0,1,1,1,1.3862943611198906,5,0,0,1,10.373209892223665
1,5,2015.0,42722.0,17,21.0,33.0,4.0,3,6,12,3,2.0,4.0,5.0,1,1,0,1,1,1,1.791759469228055,1,0,1,1,10.025306875857222
2,4,2016.0,48730.0,8,19.0,27.0,4.0,3,3,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,9.903037451255743
3,34,2011.0,95381.0,0,21.0,27.0,4.0,3,4,14,3,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.679781342959442
4,14,2017.0,65084.0,21,24.0,32.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,0,9.716615658643356
5,10,2014.0,58215.0,21,18.0,26.0,6.0,3,0,1,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,5,0,0,1,10.068620562346831
6,10,2018.0,67865.0,17,23.031790022823607,30.983698752954602,6.0,2,0,12,3,2.0,4.0,6.0,1,1,1,1,1,0,1.3862943611198906,5,0,0,1,10.373209892223665
7,10,2015.0,100220.0,13,16.0,22.0,6.0,3,2,11,1,2.0,4.0,7.0,1,1,1,1,1,1,1.6094379124341003,4,0,0,1,10.126271039034782
8,27,2018.0,51340.0,1,13.0,18.0,8.0,3,2,3,1,2.0,4.0,8.0,1,1,0,1,1,1,2.0794415416798357,6,0,0,1,10.635639076689303
9,6,2015.0,78875.0,16,16.0,22.0,8.0,2,2,1,1,2.0,4.0,7.0,1,1,1,1,1,1,1.3862943611198906,6,0,0,1,10.645210588588755
10,34,2010.0,87106.0,0,21.0,29.0,4.0,3,4,3,0,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,0,9.679781342959442
11,10,2018.0,44248.0,17,20.0,27.0,4.0,3,3,6,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,1,10.085434038999999
12,17,2020.0,39767.0,13,18.0,25.0,6.0,3,2,14,1,2.0,4.0,5.0,1,1,0,1,0,1,1.3862943611198906,5,0,0,1,10.560774367644997
13,32,2017.0,32600.0,17,25.0,34.0,4.0,3,3,11,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,3,0,1,10.025306875857222
14,27,2019.0,12837.0,13,15.0,21.0,8.0,3,2,1,5,1.0,4.0,6.0,1,1,1,1,1,0,1.6094379124341003,6,0,1,1,10.596409707779776
15,35,2016.0,93928.0,1,23.0,30.0,4.0,3,3,1,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,10.274740715974103
16,6,2019.0,22857.0,17,18.0,27.0,6.0,3,4,12,1,2.0,4.0,7.0,1,1,0,1,1,1,1.3862943611198906,5,0,1,1,10.43385106267516
17,17,2019.0,49910.0,1,18.0,23.0,6.0,3,2,1,1,1.0,2.0,4.0,1,0,0,0,1,0,1.3862943611198906,5,0,1,1,10.462846164547514
18,18,2014.0,73769.0,0,23.0,31.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,0,1,1,1,0.6931471805599453,1,0,1,1,9.740439071085758
19,2,2014.0,79534.0,20,18.0,28.0,6.0,3,3,6,1,2.0,4.0,4.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,10.328461127032336
20,15,2018.0,17731.0,17,19.0,26.0,6.0,3,3,6,1,1.0,4.0,7.0,1,1,1,1,1,1,1.3862943611198906,5,3,0,1,10.507557587511348
21,35,2013.0,51219.0,13,23.0,33.0,5.0,3,4,12,1,1.0,2.0,5.0,1,1,1,1,1,0,1.0986122886681098,2,3,0,0,9.654449103676551
22,3,2019.0,64694.0,13,23.0,30.0,4.0,3,6,1,2,1.0,4.0,5.0,1,1,0,0,1,1,1.6094379124341003,1,0,0,1,10.479848075889779
23,27,2020.0,4827.0,0,15.0,21.0,8.0,3,2,11,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,6,0,0,1,10.85110251765231
24,18,2021.0,5962.0,0,25.0,31.0,4.0,3,4,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,3,0,0,10.085434038999999
25,18,2015.0,51239.0,8,24.0,30.0,4.0,3,4,14,0,2.0,4.0,5.0,1,1,0,1,1,0,0.6931471805599453,1,3,0,0,9.654449103676551
26,10,2019.0,26987.0,0,27.0,37.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,0,0.6931471805599453,1,0,1,1,9.79762691183662
27,6,2016.0,83194.0,13,25.0,36.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,0,9.775142686598905
28,6,2018.0,27293.0,0,29.0,40.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,1,9.851720461714246
29,13,2018.0,50450.0,20,18.0,26.0,6.0,3,3,14,1,2.0,4.0,8.0,1,1,1,1,1,1,0.6931471805599453,5,0,0,1,10.403990075979044
30,4,2017.0,45170.0,1,15.0,22.0,6.0,3,4,4,3,2.0,4.0,7.0,1,1,1,1,1,1,0.0,5,0,0,1,10.149996006155071
31,10,2018.0,73817.0,16,18.0,27.0,6.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,5,0,0,1,9.980031840175913
32,17,2021.0,3190.0,14,16.0,23.0,6.0,3,2,2,1,2.0,4.0,5.0,1,0,0,0,1,0,1.3862943611198906,5,3,0,1,10.68260598601082
33,17,2015.0,30900.0,0,22.0,31.0,4.0,3,0,12,5,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,0,9.951849053414007
34,17,2018.0,29971.0,1,16.0,21.0,6.0,3,2,1,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,5,3,0,1,10.714217748749789
35,0,2012.0,90800.0,17,16.0,21.0,6.0,3,3,14,0,2.0,4.0,7.0,1,1,1,1,1,1,1.0986122886681098,5,0,0,1,9.932609366108146
36,19,2017.0,34771.0,8,22.0,28.0,6.0,0,2,7,2,2.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,5,0,0,1,10.791193607554506
37,18,2015.0,54633.0,14,23.0,34.0,4.0,3,4,1,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.903037451255743
38,18,2014.0,61355.0,17,19.0,24.0,4.0,3,3,2,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.903037451255743
39,18,2015.0,99708.0,6,20.0,31.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.791759469228055,1,0,0,0,9.775142686598905
40,15,2018.0,35313.0,1,20.0,26.0,6.0,3,6,2,1,2.0,4.0,5.0,1,0,1,1,1,1,1.6094379124341003,5,0,1,1,10.534519939024273
41,8,2020.0,6370.0,17,19.0,30.0,6.0,3,6,2,1,2.0,2.0,5.0,1,1,0,1,1,1,1.0986122886681098,5,0,0,1,10.507557587511348
42,10,2018.0,25522.0,17,27.0,29.0,3.0,3,4,11,1,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,0,0,0,1,9.951849053414007
43,35,2016.0,35009.0,8,20.0,26.0,4.0,3,3,12,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.980031840175913
44,18,2018.0,33820.0,0,22.0,29.0,4.0,3,4,2,3,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,1,1,10.042858113983936
45,6,2015.0,68711.0,0,25.0,35.0,4.0,3,4,3,3,1.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,0,0,9.588160179264023
46,18,2018.0,20736.0,1,19.0,25.0,6.0,3,6,1,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,5,0,0,1,10.560774367644997
47,35,2017.0,54775.0,0,20.0,28.0,6.0,3,4,12,3,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,10.025306875857222
48,9,2017.0,31727.0,0,25.0,36.0,4.0,3,6,6,1,1.0,2.0,2.0,1,1,1,1,1,0,1.791759469228055,1,0,1,1,10.11013580132114
49,17,2018.0,44834.0,1,16.0,21.0,6.0,3,2,14,1,2.0,4.0,5.0,1,0,0,1,1,0,1.3862943611198906,5,3,1,1,10.586357098684939
50,6,2019.0,15645.0,6,22.0,31.0,4.0,3,6,2,1,1.0,2.0,4.0,1,1,0,1,1,1,1.0986122886681098,1,0,0,1,10.30865261563529
51,13,2014.0,70202.0,14,28.0,36.0,4.0,3,4,1,3,1.0,2.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,3,0,0,9.740439071085758
52,6,2015.0,3519.0,17,17.0,29.0,8.0,3,6,1,3,2.0,2.0,2.0,1,1,0,1,1,1,1.3862943611198906,6,3,0,1,10.831528973842945
53,10,2018.0,56082.0,1,27.0,37.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,1,1,9.679781342959442
54,10,2018.0,33464.0,1,23.0,30.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,1,10.042858113983936
55,14,2015.0,71968.0,8,20.0,27.0,4.0,3,0,11,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,9.830432871630217
56,30,2018.0,22248.0,13,15.0,22.0,6.0,3,0,1,3,2.0,4.0,6.0,1,1,1,1,1,0,1.6094379124341003,5,0,0,0,10.43385106267516
57,17,2017.0,70849.0,14,22.0,26.0,4.0,3,4,14,3,1.0,4.0,5.0,1,1,1,1,1,0,1.791759469228055,1,1,0,0,9.775142686598905
58,32,2016.0,52776.0,8,26.0,34.0,4.0,3,3,14,0,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,3,0,1,10.085434038999999
59,21,2015.0,77751.0,8,18.0,26.0,6.0,3,3,11,2,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,5,0,0,1,9.851720461714246
60,34,2018.0,30743.0,16,19.0,27.0,6.0,3,4,6,3,2.0,4.0,7.0,1,1,1,1,1,0,1.3862943611198906,5,0,1,1,10.43385106267516
61,6,2020.0,22907.0,13,26.0,31.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,1,10.042858113983936
62,13,2013.0,75299.0,1,22.0,30.0,4.0,3,3,14,0,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,1,9.932609366108146
63,2,2018.0,29291.0,13,22.0,28.0,4.0,3,5,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,10.560774367644997
64,13,2013.0,40500.0,0,27.0,33.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,3,0,0,9.740439071085758
65,14,2015.0,59112.0,13,19.0,27.0,4.0,3,0,1,3,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,1,10.025306875857222
66,10,2020.0,7166.0,17,27.0,29.0,3.0,3,4,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,0,0,0,1,10.068620562346831
67,17,2018.0,47855.0,1,21.0,30.0,4.0,3,4,6,1,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,0,0,1,10.042858113983936
68,25,2013.0,75632.0,8,19.0,28.0,6.0,3,6,12,3,1.0,2.0,4.0,1,1,1,1,1,1,1.6094379124341003,5,0,0,1,10.085434038999999
69,10,2013.0,55912.0,1,23.031790022823607,30.983698752954602,6.0,3,4,12,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,9.740439071085758
70,6,2019.0,8215.0,1,16.0,25.0,8.0,3,6,12,1,2.0,2.0,2.0,1,1,0,1,1,1,1.3862943611198906,6,0,1,1,11.075830361179467
71,30,2019.0,20820.0,17,15.0,22.0,8.0,3,0,14,1,2.0,4.0,6.0,1,1,1,1,1,1,1.6094379124341003,6,0,0,0,10.507557587511348
72,34,2019.0,14923.0,20,15.0,19.0,8.0,3,0,11,3,2.0,4.0,6.0,1,1,1,1,1,0,1.0986122886681098,6,0,1,1,10.462846164547514
73,19,2018.0,30317.0,20,22.0,28.0,6.0,0,2,12,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,5,0,0,1,10.985140168879203
74,27,2014.0,44518.0,13,15.0,21.0,6.0,3,6,1,3,2.0,4.0,5.0,0,1,1,1,1,1,1.6094379124341003,5,0,1,1,10.260847261969445
75,22,2014.0,52887.0,5,26.0,32.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,1,0,1,0,1.0986122886681098,1,3,0,0,9.851720461714246
76,6,2020.0,35786.0,21,17.0,24.0,8.0,3,0,2,3,2.0,4.0,6.0,1,1,0,1,1,1,1.6094379124341003,6,0,1,1,10.635639076689303
77,21,2018.0,14503.0,17,17.0,25.0,6.0,3,4,6,2,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,10.422013452928306
78,18,2015.0,56533.0,0,24.0,30.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,0,9.740439071085758
79,34,2017.0,44030.0,17,17.0,21.0,6.0,3,4,11,3,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,10.507557587511348
80,11,2017.0,40475.0,21,21.0,26.0,4.0,3,4,2,5,2.0,4.0,7.0,1,1,0,1,1,0,0.6931471805599453,1,0,1,1,10.225244911570808
81,25,2018.0,40638.0,13,18.0,23.0,6.0,3,3,1,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,5,0,0,1,10.621107809394994
82,17,2017.0,50757.0,13,19.0,25.0,4.0,3,2,14,1,2.0,4.0,5.0,1,1,0,1,1,0,0.6931471805599453,1,0,1,1,10.042858113983936
83,17,2016.0,104875.0,8,20.0,26.0,4.0,3,2,14,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,0,9.775142686598905
84,10,2018.0,26190.0,17,23.0,29.0,4.0,3,2,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,1,1,9.951849053414007
85,18,2014.0,62128.0,0,25.0,36.0,4.0,3,4,0,3,2.0,4.0,5.0,1,1,1,1,1,0,1.791759469228055,1,0,0,0,9.615205300012315
86,6,2016.0,43212.0,21,16.0,23.0,8.0,3,0,1,1,2.0,4.0,6.0,1,1,1,1,1,0,1.3862943611198906,6,0,1,1,10.43385106267516
87,14,2017.0,32531.0,0,26.0,36.0,4.0,3,4,14,0,1.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,3,0,0,9.830432871630217
88,13,2013.0,74409.0,0,27.0,36.0,4.0,3,4,12,3,2.0,4.0,5.0,1,1,1,1,1,0,1.9459101490553132,1,0,0,1,9.79762691183662
89,18,2014.0,73072.0,17,23.0,34.0,4.0,3,4,14,3,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,9.830432871630217
90,18,2017.0,71287.0,14,18.0,25.0,6.0,3,4,11,1,1.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,5,0,0,1,9.980031840175913
91,5,2013.0,54347.0,22,17.0,28.0,6.0,2,4,11,3,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,9.980031840175913
92,14,2017.0,43392.0,13,21.0,26.0,4.0,3,3,14,3,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,1,9.980031840175913
93,36,2019.0,20369.0,17,22.0,29.0,4.0,3,4,2,8,2.0,4.0,5.0,1,1,1,1,0,1,1.0986122886681098,1,0,0,1,10.70528732392309
94,20,2019.0,53783.0,20,22.0,33.0,6.0,3,4,12,0,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,10.451348811602948
95,4,2018.0,55744.0,14,27.0,33.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,0,1,9.882825556088033
96,10,2016.0,74477.0,17,16.0,23.0,6.0,3,2,1,1,1.0,4.0,7.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,10.239638308916676
97,18,2014.0,79384.0,17,24.0,30.0,4.0,3,4,3,1,1.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,1,3,1,0,9.588160179264023
98,15,2018.0,53901.0,17,19.0,26.0,6.0,3,3,12,1,2.0,4.0,7.0,1,1,1,1,1,1,1.6094379124341003,5,3,0,1,10.295225540024292
99,18,2017.0,56234.0,0,25.0,34.0,4.0,3,4,1,1,1.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,3,0,0,9.716615658643356
100,8,2018.0,72981.0,8,17.0,25.0,6.0,2,4,14,1,1.0,4.0,7.0,1,1,0,1,1,1,1.6094379124341003,5,0,0,1,9.932609366108146
101,25,2016.0,53915.0,17,25.0,34.0,4.0,3,6,14,3,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,10.165505603232393
102,14,2016.0,67400.0,1,24.0,28.0,4.0,3,3,1,0,1.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,0,0,1,10.085434038999999
103,12,2017.0,32548.0,1,17.0,24.0,6.0,3,6,14,1,2.0,4.0,4.0,1,1,1,0,1,1,1.6094379124341003,5,0,0,0,10.54510456855174
104,6,2021.0,11107.0,1,19.0,29.0,4.0,3,6,1,1,2.0,2.0,4.0,1,1,0,1,1,1,2.0794415416798357,1,3,0,1,10.341452118734878
105,18,2018.0,32147.0,8,24.0,34.0,4.0,3,4,11,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,0,10.025306875857222
106,10,2019.0,34522.0,8,27.0,29.0,3.0,3,4,6,1,2.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,0,0,0,1,9.932609366108146
107,6,2017.0,50979.0,6,16.0,23.0,8.0,3,0,6,1,2.0,4.0,8.0,1,1,1,1,1,1,1.6094379124341003,6,0,0,1,10.68260598601082
108,18,2019.0,55931.0,13,19.0,24.0,6.0,3,3,12,1,1.0,4.0,7.0,1,1,1,1,1,1,1.3862943611198906,5,0,0,1,10.126271039034782
109,25,2019.0,26094.0,17,22.0,33.0,4.0,3,3,14,1,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,0,0,0,10.491024186183038
110,10,2021.0,7152.0,17,25.0,28.0,3.0,3,2,14,1,2.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,0,0,0,1,10.43385106267516
111,5,2018.0,29531.0,17,22.0,31.0,4.0,3,6,12,1,2.0,4.0,5.0,1,1,0,1,1,1,1.3862943611198906,1,0,0,1,10.239638308916676
112,7,2018.0,56584.0,0,18.0,28.0,6.0,3,4,14,1,1.0,4.0,7.0,1,1,0,1,1,1,0.6931471805599453,5,0,0,1,10.360627548882315
113,30,2021.0,4334.0,13,19.0,24.0,6.0,3,2,6,3,2.0,4.0,6.0,1,1,0,1,1,0,1.0986122886681098,5,0,0,1,10.691740346523579
114,2,2016.0,46873.0,13,21.0,30.0,4.0,3,3,2,2,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,10.149996006155071
115,2,2014.0,53429.0,20,20.0,27.0,4.0,3,3,12,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,10.203258756085228
116,2,2015.0,48504.0,13,20.0,28.0,4.0,3,3,3,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,1,10.149996006155071
117,32,2013.0,29906.0,18,21.0,27.0,4.0,3,3,7,3,1.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,0,9.998388557730848
118,6,2014.0,63056.0,8,21.0,31.0,4.0,3,4,2,1,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,1,9.882825556088033
119,6,2017.0,65928.0,17,29.0,38.0,4.0,3,4,1,1,2.0,4.0,4.0,1,0,0,0,1,0,1.791759469228055,1,3,0,1,9.615205300012315
120,34,2018.0,44194.0,13,20.0,27.0,6.0,3,3,1,1,2.0,4.0,8.0,1,1,1,1,1,0,1.3862943611198906,5,0,0,0,10.373209892223665
121,18,2015.0,54816.0,1,24.0,30.0,4.0,3,4,1,1,1.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,0,9.740439071085758
122,17,2014.0,69400.0,5,22.0,31.0,4.0,3,0,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.79762691183662
123,6,2017.0,52601.0,0,21.0,31.0,4.0,3,4,1,1,2.0,4.0,5.0,1,0,1,1,1,1,1.791759469228055,1,0,1,1,9.903037451255743
124,13,2012.0,35870.0,8,23.0,34.0,4.0,3,4,4,0,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,0,0,0,9.79762691183662
125,6,2016.0,40607.0,17,23.031790022823607,30.983698752954602,4.0,3,4,11,3,1.0,4.0,5.0,1,1,0,1,1,1,2.0794415416798357,1,0,0,1,9.882825556088033
126,25,2018.0,60129.0,13,18.0,23.0,6.0,3,3,6,1,2.0,4.0,5.0,1,1,1,1,1,1,1.0986122886681098,5,0,0,1,10.534519939024273
127,17,2017.0,47076.0,5,23.031790022823607,30.983698752954602,4.0,3,0,1,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,1,1,9.980031840175913
128,27,2019.0,67680.0,1,20.0,27.0,6.0,3,0,6,1,1.0,4.0,7.0,1,1,1,1,1,1,1.791759469228055,5,1,0,0,10.165505603232393
129,17,2016.0,59841.0,13,16.0,20.0,6.0,3,2,14,1,1.0,4.0,5.0,1,0,1,0,1,0,1.6094379124341003,5,0,0,0,10.422013452928306
130,27,2018.0,60844.0,8,29.0,37.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,1,1,0,1,9.740439071085758
131,6,2019.0,70786.0,13,28.0,38.0,4.0,3,4,14,1,1.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,0,1,9.775142686598905
132,14,2017.0,43238.0,5,25.0,36.0,4.0,3,4,1,0,2.0,4.0,5.0,1,1,1,1,1,0,1.0986122886681098,1,0,0,1,9.851720461714246
133,13,2012.0,79645.0,17,22.0,30.0,4.0,3,3,12,3,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,1,9.830432871630217
134,18,2017.0,55200.0,13,17.0,23.0,6.0,3,3,6,1,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,5,0,0,1,10.085434038999999
135,2,2015.0,53710.0,6,20.0,28.0,4.0,3,3,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.791759469228055,1,0,0,1,10.165505603232393
136,18,2019.0,52750.0,2,24.0,33.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,0,1,1,1,1.9459101490553132,1,0,0,1,9.951849053414007
137,14,2015.0,28991.0,6,20.0,27.0,4.0,3,0,6,0,2.0,4.0,5.0,1,1,1,1,1,0,1.6094379124341003,1,0,0,1,9.951849053414007
138,7,2020.0,54846.0,17,19.0,28.0,6.0,3,4,1,0,2.0,4.0,7.0,1,1,0,1,1,1,2.0794415416798357,5,0,0,0,10.479848075889779
139,19,2017.0,48272.0,6,20.0,25.0,4.0,3,2,2,0,1.0,4.0,5.0,1,1,0,1,0,1,1.3862943611198906,1,0,0,1,10.360627548882315
140,34,2017.0,63390.0,1,22.0,28.0,4.0,3,3,14,1,2.0,4.0,5.0,1,1,1,1,1,0,0.0,1,0,1,1,10.042858113983936
141,10,2018.0,30749.0,8,23.031790022823607,30.983698752954602,3.0,3,4,5,3,2.0,4.0,5.0,1,1,1,1,1,0,1.3862943611198906,0,0,0,0,9.740439071085758
142,19,2017.0,33398.0,1,20.0,25.0,4.0,3,2,1,1,2.0,4.0,5.0,1,1,0,1,0,1,1.3862943611198906,1,0,0,1,10.422013452928306
143,17,2018.0,24158.0,17,19.0,25.0,4.0,3,2,1,1,1.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,0,0,1,10.274740715974103
144,18,2018.0,34917.0,1,25.0,30.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,1,1,9.903037451255743
145,13,2019.0,23428.0,1,19.0,28.0,6.0,3,4,6,3,2.0,4.0,8.0,1,1,1,1,1,1,1.3862943611198906,5,0,1,1,10.645210588588755
146,18,2017.0,42551.0,5,21.0,28.0,4.0,3,4,14,1,1.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,10.042858113983936
147,3,2018.0,26707.0,6,23.0,32.0,4.0,3,4,1,1,2.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,0,1,10.39179145561983
148,15,2017.0,73480.0,17,20.0,27.0,6.0,3,4,2,1,2.0,4.0,7.0,1,1,1,1,1,1,1.6094379124341003,5,3,0,1,10.239638308916676
149,8,2021.0,16209.0,5,19.0,30.0,6.0,3,6,8,1,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,5,0,0,1,10.403990075979044
150,17,2016.0,49332.0,13,21.0,29.0,4.0,3,2,2,1,1.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,1,0,0,1,9.951849053414007
151,5,2017.0,47449.0,17,22.0,30.0,4.0,3,3,1,1,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,0,0,1,10.203258756085228
152,17,2018.0,41468.0,20,22.0,30.0,4.0,2,0,1,1,1.0,4.0,5.0,1,1,0,1,1,0,1.6094379124341003,1,0,1,1,9.998388557730848
153,17,2019.0,46957.0,13,21.0,30.0,4.0,3,4,11,1,1.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,1,0,0,1,10.203258756085228
154,6,2016.0,48275.0,8,27.0,37.0,4.0,3,4,12,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,0,1,1,9.851720461714246
155,25,2018.0,50574.0,17,18.0,28.0,6.0,3,3,1,1,2.0,4.0,5.0,1,1,0,1,1,1,1.6094379124341003,5,0,0,1,10.91492481446108
156,10,2014.0,92500.0,17,23.0,32.0,4.0,3,0,12,3,1.0,4.0,5.0,1,1,1,1,1,1,1.6094379124341003,1,0,1,0,9.716615658643356
157,7,2018.0,43345.0,17,18.0,28.0,6.0,3,4,14,1,2.0,4.0,7.0,1,1,0,1,1,1,1.6094379124341003,5,0,0,1,10.534519939024273
158,18,2014.0,51269.0,8,24.0,30.0,4.0,3,4,14,1,2.0,4.0,5.0,1,1,0,1,1,0,1.3862943611198906,1,3,1,0,9.654449103676551
159,8,2019.0,60657.0,20,17.0,25.0,6.0,2,4,6,1,1.0,4.0,7.0,1,1,0,1,1,1,1.791759469228055,5,0,0,1,10.085434038999999
160,25,2018.0,81451.0,17,22.0,28.0,4.0,3,6,14,1,2.0,4.0,5.0,1,1,1,1,1,1,1.3862943611198906,1,0,0,1,10.295225540024292
161,8,2019.0,79620.0,8,17.0,25.0,6.0,2,4,11,1,1.0,4.0,7.0,1,1,0,1,1,1,1.3862943611198906,5,0,0,1,9.980031840175913
